,wall_time,step,value
0,1770783416.7195818,2048,84.66666412353516
1,1770783424.759836,4096,83.04081726074219
2,1770783433.01636,6144,84.51388549804688
3,1770783441.335958,8192,86.94680786132812
4,1770783449.546579,10240,89.80000305175781
5,1770783457.712459,12288,92.20999908447266
6,1770783465.963401,14336,95.58999633789062
7,1770783474.107556,16384,101.56999969482422
8,1770783482.294827,18432,102.83999633789062
9,1770783490.463066,20480,104.3499984741211
10,1770783498.724732,22528,107.47000122070312
11,1770783506.991811,24576,114.66999816894531
12,1770783515.0396302,26624,120.06999969482422
13,1770783523.206063,28672,125.80999755859375
14,1770783531.442483,30720,134.1999969482422
15,1770783539.6242518,32768,142.85000610351562
16,1770783547.7490869,34816,156.61000061035156
17,1770783555.77718,36864,169.30999755859375
18,1770783564.031511,38912,182.11000061035156
19,1770783572.186371,40960,192.3800048828125
20,1770783580.455243,43008,202.61000061035156
21,1770783588.695841,45056,214.02999877929688
22,1770783596.7852259,47104,227.42999267578125
23,1770783604.9855528,49152,238.57000732421875
24,1770783612.9680262,51200,244.50999450683594
25,1770783621.1789482,53248,259.67999267578125
26,1770783629.3373241,55296,264.6499938964844
27,1770783637.4273531,57344,279.739990234375
28,1770783645.68555,59392,293.1499938964844
29,1770783653.853906,61440,297.4700012207031
30,1770783661.715965,63488,298.6499938964844
31,1770783669.947573,65536,307.5
32,1770783678.210101,67584,319.2200012207031
33,1770783686.4790149,69632,322.5299987792969
34,1770783694.703878,71680,322.44000244140625
35,1770783702.5435991,73728,329.3900146484375
36,1770783710.557004,75776,339.6000061035156
37,1770783718.624032,77824,337.1300048828125
38,1770783726.812429,79872,326.0299987792969
39,1770783735.0691378,81920,329.6499938964844
40,1770783743.2110112,83968,339.5799865722656
41,1770783751.232748,86016,351.3399963378906
42,1770783759.18776,88064,343.80999755859375
43,1770783767.4830341,90112,348.8399963378906
44,1770783775.5188632,92160,341.2699890136719
45,1770783783.674639,94208,347.5
46,1770783791.79654,96256,352.8900146484375
47,1770783799.946573,98304,355.75
48,1770783808.1792178,100352,364.2200012207031
49,1770783816.219334,102400,368.2099914550781
50,1770783824.488866,104448,373.5299987792969
51,1770783832.6491048,106496,369.9800109863281
52,1770783840.692448,108544,370.5899963378906
53,1770783848.8035572,110592,364.42999267578125
54,1770783856.945668,112640,351.8900146484375
55,1770783865.093823,114688,344.6199951171875
56,1770783873.384328,116736,320.489990234375
57,1770783881.3515232,118784,308.2900085449219
58,1770783889.523993,120832,289.67999267578125
59,1770783897.631587,122880,277.8900146484375
60,1770783905.863589,124928,263.57000732421875
61,1770783913.9183161,126976,263.2799987792969
62,1770783922.138968,129024,253.67999267578125
63,1770783930.311708,131072,255.9600067138672
64,1770783938.449524,133120,264.489990234375
65,1770783946.604406,135168,271.4700012207031
66,1770783954.7306838,137216,275.5
67,1770783962.692974,139264,282.79998779296875
68,1770783970.703031,141312,288.5199890136719
69,1770783978.8241222,143360,295.80999755859375
70,1770783986.953342,145408,302.9700012207031
71,1770783995.2095098,147456,316.510009765625
72,1770784003.289098,149504,319.57000732421875
73,1770784011.145587,151552,329.0400085449219
74,1770784019.3027709,153600,336.54998779296875
75,1770784027.374294,155648,334.6099853515625
76,1770784035.672056,157696,339.6099853515625
77,1770784043.9111109,159744,332.8800048828125
78,1770784052.151486,161792,324.32000732421875
79,1770784059.9881,163840,320.8599853515625
80,1770784068.186364,165888,307.92999267578125
81,1770784076.3125398,167936,316.4800109863281
82,1770784084.5767171,169984,324.2099914550781
83,1770784092.6415842,172032,325.8599853515625
84,1770784100.912941,174080,314.9200134277344
85,1770784109.185675,176128,308.82000732421875
86,1770784117.315735,178176,307.79998779296875
87,1770784125.517012,180224,315.6700134277344
88,1770784133.749897,182272,323.8999938964844
89,1770784141.8277178,184320,324.44000244140625
90,1770784149.8202848,186368,323.30999755859375
91,1770784157.991026,188416,333.4800109863281
92,1770784166.251604,190464,343.239990234375
93,1770784174.45393,192512,339.5199890136719
94,1770784182.69903,194560,339.94000244140625
95,1770784190.8812191,196608,337.0400085449219
96,1770784199.151031,198656,332.3999938964844
97,1770784207.372776,200704,320.8900146484375
